galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_bulge_sersic_index,galaxies_lens_disk_elliptical_comps_0,galaxies_lens_disk_elliptical_comps_1,galaxies_lens_disk_intensity,galaxies_lens_disk_effective_radius,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,log_likelihood,log_prior,log_posterior,weight
-0.43660649466303114,-0.2772508582889493,601448.8284693878,27.946848953885805,4.218532365747251,0.7688904634716313,-0.3178412431436179,836.7815316984301,12.730698622015042,-0.07092713910028574,0.03129709133917225,-2.814897890031896e+24,2.2211228075989573,-2.814897890031896e+24,0.0
-0.19437295634395532,-0.558070832213949,634041.2739411142,26.3318958766941,3.803794888172698,-0.1004482537150099,0.5124648757162187,5.776907931156891e-05,7.509736669130232,-0.022882507159506356,0.02335522966360485,-1.9008353072792496e+24,17311.59570300641,-1.9008353072792496e+24,0.0
0.44630313174067293,-0.09109327084445064,612822.7952563277,18.031188084808097,3.1606979984517847,0.04503397884363697,-0.2593887015106229,1.331644944406257,3.636027876335609,-0.0763011430421306,0.006560601775948513,-5.5193944297239575e+23,1.5977879052033297,-5.5193944297239575e+23,0.0
0.11642045159037843,0.432322659649165,6334.975091891442,28.09254162956546,4.843157041787415,0.6335229079984965,0.33429323939116307,391544.85684903205,19.20466614642401,0.037582308158358196,0.16568636792241595,-1.2570378313771185e+22,2.870500224806857,-1.2570378313771185e+22,0.0
-0.5746162580908503,-0.5082287334674213,0.0856539806339908,19.639584593197604,3.5685619225780516,-0.18525559095894806,0.47212577119288546,508373.2012720185,8.418459871885231,0.1522215232161256,0.12696918937232185,-9.425759181415794e+21,15.330916298010797,-9.425759181415794e+21,0.0
-0.4484197955739737,0.13450406002640028,174446.01760311978,5.826667157642072,3.6417940182862094,-0.1060973047282169,-0.5921678402485842,1.0353882291949252e-05,17.155244154630715,0.022678675944735074,0.013629955504981401,-7.361882102437941e+21,96583.32665903476,-7.361882102437941e+21,0.0
0.5694860467063859,-0.06539923020251555,30092.82914547526,26.808150303359266,4.190880529295051,0.020437665084526598,0.6979278947177301,250.31217284828534,23.791191398480976,0.01140172588587007,0.059634944441640844,-6.151767677321578e+21,1.8205694617254462,-6.151767677321578e+21,0.0
-0.21317965908985487,0.1621825310037545,4.472545143581401e-06,11.048221665140439,2.9729501676662444,0.4496875765240458,-0.05576879408179455,326260.81312534056,6.839259072675992,-0.1407030453042303,-0.03108567376552837,-3.184373332961954e+21,223587.93253469936,-3.184373332961954e+21,0.0
0.19187122142879626,0.37095685979187815,7.127258504411907e-05,25.24453907511679,3.69754945316815,-0.28957831483821334,-0.30872211352016193,167128.23067221054,26.856708040994864,-0.1529874495377161,0.0020969274383476374,-2.1328498794029984e+21,14032.517904631504,-2.1328498794029984e+21,0.0
0.19133224647095518,-0.1603339186924621,0.002373591752663128,23.6827940583528,3.6834361604571995,-0.16812324864743455,-0.5160254161068867,163343.9009946728,25.054410724949303,0.038425853943628234,-0.15738738969202257,-1.9143290906767715e+21,423.3285395383754,-1.9143290906767715e+21,0.0
-0.10833074504948613,-0.33582489599671966,0.04094662000841817,20.452566636234938,1.078475904912319,-0.5227898723313603,-0.633797788335492,146447.5464706434,9.823732636676194,-0.006745946768962126,0.018997226888332473,-6.071322157877692e+20,26.04141274860624,-6.071322157877692e+20,0.0
0.47421854362122645,-0.5544623932174726,89927.18136065658,7.277341838450724,1.5149944357479217,0.7112728529960456,0.3437545038879088,1.5383815727776225e-05,12.694956321306446,-0.13028848835440687,0.015947338061009952,-4.2285512151991294e+20,65006.552983279296,-4.228551215199129e+20,0.0
0.7245246606996901,-0.7199510164215714,16.510990091836963,25.397335774249253,4.8898595814022965,0.15891164641981143,0.18155604155237423,69815.59565150479,20.799996563186234,-0.046002437650015555,-0.14258573570612315,-3.483385481446881e+20,3.385887773307085,-3.483385481446881e+20,0.0
-0.31577888099185825,0.554314591606726,0.010346919422703008,28.214667740909174,4.771969907925178,-0.5949634020233413,0.19367130936778873,85491.3118956687,12.050446738404498,0.01767624042888988,-0.016165266870119623,-3.356769956581663e+20,98.27276552003379,-3.356769956581663e+20,0.0
-0.1354484538344011,-0.03855978464898897,0.4195055121802943,23.35550682528165,2.811023411282761,-0.3472843945604791,0.05399988442338764,112333.36887620637,5.562820278729564,-0.02169986992543851,-0.03611203480855474,-3.190610019209034e+20,2.759227134587181,-3.190610019209034e+20,0.0
-0.03924797363620914,0.35876160638796895,1016.1652085197774,24.498887367056785,3.9437321015655633,-0.5205233271676796,-0.09695426296013601,53032.653773044774,26.504609434468467,-0.1052726340074821,0.041716744557636284,-2.7038818105683784e+20,1.4633235743924153,-2.7038818105683784e+20,0.0
-0.39312986464116945,0.3195709691237855,14526.040159499782,19.39225162781451,2.4837230603682974,-0.3793522262633124,0.12955275738841868,252.8894858854406,9.586756270251524,0.12096246703211175,-0.05837146014595395,-1.7814092161777854e+20,1.7407178744486833,-1.7814092161777854e+20,0.0
